Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
11 x 0.25 x 8.5 inches,B00AUQ5SL0,"October 8, 2015",M & R Technologies,USA,"#79,526 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #163 in Cross-Stitch Counted Kits",multi-colored,2697,1.76 ounces,$16.55,$26.89,$25.48,14
11.1 x 8.7 x 1.7 inches,B09QB1BSZS,"January 12, 2022","Design Works Crafts, Inc.",USA,"#93,916 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #150 in Cross-Stitch Stamped Kits",Baby's Forest,7108,1.6 ounces,$15.20,$28.74,$5.98,14
10 x 8 x 0.1 inches,B001144TYM,"December 12, 2007",DiMarzio,China,"#91,433 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #208 in Cross-Stitch Counted Kits",Multicolored,06956,2.56 ounces,$16.60,$25.95,$19.66,14
9.1 x 8.1 x 3.2 inches,B00N4AZQQ6,"August 28, 2014","Plaid Enterprises, Inc.",USA,"#72,010 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #32 in Felt Applique Kits","Black, White, Orange, Green",86563,8.8 ounces,$35.22,$33.90,$30.83,14
11 x 12 x 0.1 inches,B001TWT4M8,"February 24, 2009",EKS,China,"#96,992 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #157 in Cross-Stitch Stamped Kits",Multicolored,35166,4.5 ounces,$20.71,$26.90,$21.77,14
2.4 x 5.75 x 9.5 inches,B00RA2GBBI,"December 21, 2014",Design Works Crafts Inc.,USA,"#64,842 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #108 in Cross-Stitch Counted Kits",Multicolor,2875,0.32 ounces,$11.29,$25.49,$0.00,14
9.25 x 5.94 x 0.75 inches,B000A86F0Q,"April 21, 2004",DiMarzio,China,"#38,575 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #41 in Cross-Stitch Counted Kits",Gold,6953,4.7 ounces,$15.89,$26.59,$19.64,14
9.84 x 11.81 x 0.04 inches,B074N6R8ZM,"September 8, 2017","Design Works Crafts, Inc.",USA,"#74,991 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #146 in Cross-Stitch Counted Kits",Multi-colour,025-0100,1.41 ounces,$14.31,$27.32,$19.27,14
9.26 x 0.93 x 12.75 inches,B0C4568TYX,"May 3, 2023",IG Design Group,China,"#83,800 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #175 in Cross-Stitch Counted Kits",14 Cnt. Light Blue Aida,70-09601,5.8 ounces,$27.22,$27.73,$24.87,14
14.5 x 10 x 1 inches,B00114LUAI,"April 21, 2004","Plaid Enterprises, Inc.",USA,"#96,216 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #155 in Cross-Stitch Stamped Kits",Blue,40787,1 pounds,$44.69,$39.22,$37.02,14
14 x 14 x 0.25 inches,B07BDDN7V2,"March 1, 2018","CSS Industries, Inc.",China,"#87,399 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #28 in Needlepoint Kits",Multi Color,71-09157,11.2 ounces,$26.10,$33.83,$26.97,14
12.65 x 8.96 x 0.65 inches,B009LHB3CM,"October 2, 2012",Wilton,China,"#109,154 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #291 in Cross-Stitch Counted Kits",White,70-73883,4.8 ounces,$22.97,$26.36,$22.51,14
13.26 x 9.41 x 0.52 inches,B001O8HHN0,"February 1, 2009",EKS,China,"#88,641 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #192 in Cross-Stitch Counted Kits",multi-colored,35223,7.9 ounces,$30.17,$27.02,$25.80,14
8.3 x 7.03 x 0.83 inches,B00KHUMOLG,"May 19, 2014",Vista Partners Inc.,China,"#111,858 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #115 in Needle Felting Kits",Fox,72-74043,0.035 ounces,$13.12,$26.14,$0.00,14
6.5 x 0.6 x 7.1 inches,B003LH521G,"May 9, 2010",Colorbok,China,"#110,482 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #44 in Needlepoint Kits",Rainbow,61904TA,0.8 ounces,$16.02,$26.20,$8.93,14
4.75 x 2 x 0.18 inches,B003WM9RYI,"October 31, 2007",Prym Consumer USA,Czech Republic,"#91,902 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #83 in Yarn Needles",None,56Y-D,0.32 ounces,$6.42,$25.11,$0.00,14
6 x 6 x 0.5 inches,B07TXGTTGV,None,Dimensions,China,"#84,066 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #177 in Cross-Stitch Counted Kits",White,72-76043,5.6 ounces,$12.20,$26.59,$0.00,14
1.5 x 1.5 x 17 inches,B00114M8OU,"December 12, 2007",No,USA,"#120,400 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #100 in Cross-Stitch Aida Cloth",None,GD1436-4600,2.78 ounces,$9.78,$26.21,$0.00,14
1.5 x 9 x 13 inches,B005K8VM1I,"August 20, 2009",Tobin,USA,"#74,994 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #147 in Cross-Stitch Counted Kits","17"" Long 14 Count",5951,5 ounces,$22.39,$27.79,$22.87,14
0.5 x 0.5 x 0.5 inches,B07SZ2MYTQ,None,No,USA,"#88,228 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #188 in Cross-Stitch Counted Kits",White,3351,1.28 ounces,$9.99,$25.37,$0.00,14
None,B01MQTS4G5,"December 8, 2016",Multicraft,China,"#49,881 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #99 in Embroidery Floss",Blue,NC162F,0.64 ounces,$5.50,$25.23,$0.00,14
9.83 x 1.04 x 5.77 inches,B002670AAK,"April 9, 2009",Tobin,USA,"#96,927 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #156 in Cross-Stitch Stamped Kits",Lilac,T232013,6.1 ounces,$14.01,$26.75,$12.20,N/A
8.5 x 5 x 1 inches,B09G6Z56L7,"September 14, 2021",Design Works Crafts,USA,"#102,028 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #419 in Embroidery Kits",Flower Patch,T232238,6.4 ounces,$15.00,$26.79,$12.48,14
8 x 0.5 x 10 inches,B002671RIY,"April 9, 2009",Janlynn,United Kingdom,"#52,599 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #73 in Cross-Stitch Counted Kits",White,301672,2.39 ounces,$14.80,$26.06,$18.96,14
0.69 x 5.88 x 9.25 inches,B000VD74E6,"December 28, 2007",DiMarzio,China,"#54,949 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #81 in Cross-Stitch Counted Kits","Blue,Gold,Navy",65007,0.32 ounces,$14.39,$26.04,$18.77,14
0.5 x 0.5 x 0.5 inches,B09NRZ9FVK,"December 17, 2021",Design Works Crafts Inc.,USA,"#125,485 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #376 in Cross-Stitch Counted Kits",Hedgehog,7036,3.84 ounces,$11.29,$26.78,$0.00,14
12.5 x 12.2 x 0.08 inches,B08XMWWQ6X,"February 26, 2021",Cousin Corporation of America,China,"#94,079 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #56 in Needlepoint Blank Canvas",None,40000739,0.32 ounces,$5.86,$26.90,$0.00,14
13 x 1 x 9 inches,B001CRF74Y,"July 16, 2008",Design Works Crafts,USA,"#93,376 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #219 in Cross-Stitch Counted Kits",Multicolor,T21709,0.01 ounces,$13.10,$27.30,$18.76,N/A
9 x 3.25 x 0.75 inches,B00114M5UM,"December 12, 2007","Handy Hands, Inc., us home, HAV90",China,"#68,720 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #12 in Tatting & Lacemaking Supplies",None,N7,0.48 ounces,$7.40,$25.59,$0.00,14
8.5 x 0.75 x 10.88 inches,B0010X9UV6,"April 21, 2004",Janlynn,USA,"#98,248 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #239 in Cross-Stitch Counted Kits",multi-colored,080-0410,4.2 ounces,$20.79,$26.69,$21.74,14
12.4 x 0.5 x 9 inches,B003B4NX4C,"March 5, 2010",Tobin,USA,"#120,747 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #208 in Cross-Stitch Stamped Kits",None,T21720,2.56 ounces,$16.11,$28.74,$6.07,14
8.5 x 1.75 x 10.5 inches,1338826166,None,Klutz,Hong Kong,"#115,578 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #483 in Embroidery Kits",Multicolor,9781338826166,10.2 ounces,$17.64,$29.63,$6.44,14
6 x 6 x 0.5 inches,B001DEGP56,"April 21, 2004",DiMarzio,China,"#74,809 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #145 in Cross-Stitch Counted Kits",Welcome Butterfly,73147,2.88 ounces,$11.29,$25.96,$0.00,14
8.5 x 0.75 x 10.88 inches,B00114Q4H2,"December 12, 2007",Janlynn,USA,"#89,928 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #202 in Cross-Stitch Counted Kits",multi-colored,054-0048,3.87 ounces,$16.62,$26.36,$19.85,14
6.85 x 4.96 x 0.51 inches,B00NFM0A32,"September 9, 2014",Janlynn Corp.,USA,"#47,924 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #60 in Cross-Stitch Counted Kits","Pink, Purple, White",JL 999.1003,1.87 ounces,$8.46,$25.49,$0.00,14
9 x 12.75 x 0.72 inches,B0CQB53DRB,"December 14, 2023",IG Design Group,China,"#52,792 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #75 in Cross-Stitch Counted Kits",14 Cnt. White Aida,70-35440,4.9 ounces,$17.51,$26.59,$20.32,14
12.25 x 0.3 x 9 inches,B007VLRK8G,"September 20, 2012",Tobin,USA,"#80,500 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #165 in Cross-Stitch Counted Kits",Red/Green,5990,2.08 ounces,$16.82,$26.47,$19.98,14
"30""L x 20""W",B00H9DMS5G,None,Stamped,USA,"#44,505 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #160 in Embroidery Kits",Retro Cats,407347,5.9 ounces,$16.68,$26.59,$12.87,14
0.25 x 5.75 x 9.5 inches,B00RA2G9CE,"October 5, 2011",Design Works Crafts Inc.,USA,"#66,995 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #110 in Cross-Stitch Counted Kits","5""x7"" 14 Count",2874,1.44 ounces,$14.35,$25.35,$7.31,14
9 x 2 x 12 inches,B0056RUUG6,"June 19, 2011","Plaid Enterprises, Inc.",USA,"#110,872 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #75 in Felt Applique Kits",None,86264,9.8 ounces,$31.13,$34.30,$37.30,14
13 x 10 x 1 inches,B003YDEA5G,"August 4, 2010",Janlynn,USA,"#91,987 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #209 in Cross-Stitch Counted Kits",Gray,021-1372,0.32 ounces,$19.44,$27.07,$21.32,14
10 x 14 x 0.25 inches,B07734CS77,None,No,China,"#44,659 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #54 in Cross-Stitch Counted Kits",Red,70-35360,1.76 ounces,$22.15,$29.08,$23.29,14
2.25 x 2.25 x 1.5 inches,B004KZ3KK8,"January 26, 2011","Handy Hands, Inc.",China,"#92,235 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #98 in Embroidery Machine Thread  #862 in Sewing Thread",None,HH40625,0.704 ounces,$4.90,$28.85,$0.00,14
60 x 40 x 0.01 inches,B0C8VB45MV,None,Jack Dempsey Needle Art,USA,"#116,398 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #201 in Cross-Stitch Stamped Kits",Butterfly and Floral,940684,6.9 ounces,$15.61,$26.71,$21.58,14
None,B005X4UG34,None,Notions - In Network,France,"#88,331 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #184 in Embroidery Floss",Dmc 6-strand Embroidery Cotton 8.7yd - Dark Lemon,10355,0.176 ounces,$8.88,$25.03,$0.00,14
15 x 9 x 0.1 inches,B0012156LE,"April 21, 2004",EKS,China,"#104,419 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #267 in Cross-Stitch Counted Kits","Grey,Red",35178,0.01 ounces,$20.05,$26.83,$21.48,14
"30""L x 20""W",B00BBAS80M,"May 31, 2013",Tobin,USA,"#77,499 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #114 in Cross-Stitch Stamped Kits",White,50818,0.01 ounces,$12.69,$26.39,$0.00,14
0.5 x 0.5 x 0.5 inches,B074S139RS,None,No,USA,"#91,284 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #206 in Cross-Stitch Counted Kits",Multi-colour,2970,1.06 ounces,$18.39,$26.25,$20.54,14
"11.5""L x 9""W",1937193683,"May 30, 2017",Jaybird Quilts,USA,"#100,202 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #1,026 in Embroidery Supplies",None,JBQ171,10.6 ounces,$24.49,$27.62,$9.23,14
9.9 x 8.7 x 2.4 inches,B01LX8T9FD,None,No,USA,"#103,625 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #64 in Felt Applique Kits",Multicolor,86707,4 ounces,$23.37,$33.73,$32.80,14
8.5 x 0.5 x 10.88 inches,B003YU4JP0,"August 9, 2010",Janlynn,USA,"#106,226 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #278 in Cross-Stitch Counted Kits",multi-colored,080-0475,3.2 ounces,$18.00,$25.79,$20.19,14
14 x 10 x 1 inches,B001CRMMQA,"April 21, 2004",Tobin,USA,"#115,963 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #200 in Cross-Stitch Stamped Kits",White,T21708,2.72 ounces,$12.52,$28.35,$24.10,14
16 x 13 x 0.5 inches,B003IBRXSK,None,No,China,"#32,646 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #31 in Cross-Stitch Counted Kits",Holiday Glow,70-08839,4.6 ounces,$27.40,$27.62,$24.87,14
"28""L x 17""W",B0CRZJ4Y8V,None,Jack Dempsey Needle Art,USA,"#51,334 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #187 in Embroidery Kits",Multicolor,320-240,1.28 ounces,$13.53,$26.05,$8.46,14
0.5 x 9 x 12 inches,B011Q0MR8K,"July 20, 2015",Simplicity Creative Corp.,China,"#117,503 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #330 in Cross-Stitch Counted Kits",Multicolor,70-35325,4.8 ounces,$14.99,$26.94,$19.41,14
15 x 10 x 0.25 inches,B07KG34KNP,"November 12, 2018","CSS Industries, Inc.",China,"#105,432 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #274 in Cross-Stitch Counted Kits",Gold,70-35374,8.8 ounces,$35.30,$27.32,$28.07,14
8 x 10.25 x 0.41 inches,B01BO7UNGS,"March 4, 2016",Design Works Crafts Inc.,USA,"#95,680 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #233 in Cross-Stitch Counted Kits",Multicolor,2904,2.88 ounces,$17.48,$25.91,$20.02,14
10.9 x 0.75 x 8.5 inches,B004RR7H44,"March 11, 2011",Janlynn,USA,"#110,364 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #301 in Cross-Stitch Counted Kits",Pink,106-0057,0.42 ounces,$20.37,$27.00,$21.67,14
16 x 11 x 0.1 inches,B001CRIKAC,"April 21, 2004",DiMarzio,China,"#76,082 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #154 in Cross-Stitch Counted Kits",multi-colored,20066,2.72 ounces,$29.60,$28.95,$26.37,14
0.25 x 9 x 7 inches,B01BO7UIYA,"February 11, 2016",Tobin,USA,"#95,736 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #390 in Embroidery Kits",Multicolor,4000,0.704 ounces,$8.84,$25.56,$0.00,14
None,B004D5NBWW,"October 29, 2007",No,France,"#118,694 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #262 in Embroidery Floss",Silver,317W-E168,0.16 ounces,$3.29,$25.07,$0.00,14
36.12 x 9 x 0.5 inches,B078QZ37VC,None,No,USA,"#114,137 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #79 in Felt Applique Kits",Multi,86815,7 ounces,$24.06,$32.66,$32.60,14
7.08 x 8.36 x 0.77 inches,B0C456DVRD,"May 3, 2023",IG Design Group,China,"#119,921 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #120 in Needle Felting Kits",None,72-70269,1.76 ounces,$12.94,$26.83,$11.95,14
1.25 x 9 x 11.75 inches,B01LDIYEM2,"September 1, 2016","Plaid Enterprises, Inc.",USA,"#97,450 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #58 in Felt Applique Kits",Multicolor,86674,6.6 ounces,$21.99,$30.57,$15.33,14
14 x 14 x 0.1 inches,B000W5L5ZC,"September 18, 2007",EKS,China,"#73,655 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #142 in Cross-Stitch Counted Kits",multi-colored,35181,10.2 ounces,$39.88,$27.85,$30.25,14
0.75 x 6.25 x 7 inches,B00MQ7RERW,"August 14, 2014",Mill Hill,USA,"#102,926 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #257 in Cross-Stitch Counted Kits",multicolored,143288,1.6 ounces,$16.13,$25.49,$19.27,14
11.7 x 8.8 x 2 inches,B002WVAV3Q,None,No,Switzerland,"#116,725 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #82 in Felt Applique Kits",18 Long,86165,7.9 ounces,$25.99,$31.48,$33.02,14
0.5 x 0.5 x 0.5 inches,B07DP3M39Q,"June 12, 2018",Design Works Crafts,USA,"#117,873 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #334 in Cross-Stitch Counted Kits",Faith (14 Count),3297,1.28 ounces,$9.99,$26.03,$0.00,14
11.8 x 9 x 0.64 inches,B09R2N1B95,None,"Plaid Enterprises, Inc.",USA,"#133,032 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #106 in Felt Applique Kits",Snow Much Fun,89492E,5.9 ounces,$21.60,$35.46,$11.66,14
0.44 x 5.56 x 7.69 inches,B000BG1X9U,"October 2, 2006",Wilton,China,"#68,388 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #115 in Cross-Stitch Counted Kits",multi,6730,2.08 ounces,$12.69,$25.90,$0.00,14
10.5 x 2.5 x 0.01 inches,B09642V53G,None,Checker Distributors,USA,"#80,827 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #126 in Quilting Templates  #1,799 in Needlework Supplies",None,TGQ051,5 ounces,$13.99,$25.75,$18.49,14
12 x 12 x 2.7 inches,B01LX969M9,None,No,USA,"#123,339 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #91 in Felt Applique Kits","Blue, Brown, Gray",86734,7.4 ounces,$25.00,$33.33,$33.48,14
12 x 8.7 x 0.08 inches,B00EHTVZYU,None,"Plaid Enterprises, Inc.",USA,"#85,320 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #48 in Felt Applique Kits",Black,86430,1.76 ounces,$21.34,$30.03,$29.74,14
1.5 x 9 x 12.5 inches,B00OY0YDAA,"April 4, 2004",Janlynn,USA,"#94,793 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #152 in Cross-Stitch Stamped Kits  #6,719 in Dolls & Accessories","34""x43""",171532,14.1 ounces,$45.23,$34.96,$70.72,14
12.2 x 9 x 1.6 inches,B0C7V4T4HP,"June 13, 2023","Plaid Enterprises, Inc.",USA,"#101,641 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #62 in Felt Applique Kits",Multi,89641E,4.8 ounces,$27.35,$30.37,$33.13,14
10 x 10 x 0.75 inches,B000YQETYS,"November 12, 2007",Aunt Martha's,USA,"#71,772 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #178 in Embroidery Hoops",None,MH10,6.2 ounces,$13.16,$30.01,$0.00,14
12 x 11 x 0.1 inches,B000U2Y13K,"April 21, 2004",EKS,China,"#122,607 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #362 in Cross-Stitch Counted Kits",Black,35048,4.5 ounces,$21.95,$27.46,$22.54,14
None,B001DEHZD2,"April 21, 2004",Tobin,USA,"#85,031 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #337 in Embroidery Kits",White,T232036,5.4 ounces,$12.63,$26.67,$11.83,14
11 x 8.5 x 0.25 inches,B0B7BZJXCM,None,"Design Works Crafts, Inc.",USA,"#73,653 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #141 in Cross-Stitch Counted Kits",Starry Night Animals,6888,3.52 ounces,$13.81,$26.78,$18.85,14
8.5 x 1 x 10.88 inches,B00DD507SO,"April 21, 2004",Janlynn,USA,"#101,212 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #415 in Embroidery Kits",White,004-0859,3.84 ounces,$16.06,$27.18,$19.95,14
0.5 x 6.5 x 10 inches,B00OY0X522,"April 4, 2004",Janlynn,USA,"#106,714 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #182 in Cross-Stitch Stamped Kits",Transparent,JL 021.1759,2.4 ounces,$13.59,$26.31,$23.58,14
13.1 x 9.38 x 0.69 inches,B001EL68F0,"April 21, 2004",EKS,China,"#38,842 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #42 in Cross-Stitch Counted Kits",Gray,35212,4.2 ounces,$29.99,$27.48,$25.91,14
12 x 9.5 x 3.18 inches,B0B2F8WC4P,None,"Plaid Enterprises, Inc.",USA,"#101,956 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #171 in Cross-Stitch Stamped Kits",Springtime Baby Animals,49472E,12.8 ounces,$45.19,$34.99,$0.00,14
11.8 x 9 x 1.08 inches,B092CTG5YV,"March 15, 2021","Plaid Enterprises, Inc.",USA,"#127,790 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #100 in Felt Applique Kits",Santa's Gathering,89308E,1.6 ounces,$24.75,$31.45,$25.39,14
9 x 12.25 x 0.5 inches,B074SZW3BG,"August 21, 2017",Tobin,USA,"#87,155 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #184 in Cross-Stitch Counted Kits","17"" Long 14 Count",5997,4.2 ounces,$20.30,$27.38,$21.80,N/A
None,B07YYHLCXX,"October 10, 2019",SIMPLICITY CREATIVE CORP,China,"#88,256 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #189 in Cross-Stitch Counted Kits",Deer Scene (14 Count),70-35387,4.8 ounces,$21.88,$26.83,$22.24,14
38 x 0.03 x 20 inches,B072RTMGLC,"June 17, 2017",Jack Dempsey Needle Art,USA,"#90,967 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #366 in Embroidery Kits",Xx Lace Tulips,732296,2.56 ounces,$15.93,$26.39,$24.90,14
11.8 x 9 x 2.55 inches,B09RMTTY85,None,"Plaid Enterprises, Inc.",USA,"#100,804 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #61 in Felt Applique Kits",Sledding With Santa,89477E,6.6 ounces,$24.47,$31.86,$32.42,14
9 x 9 x 9 inches,B07NPWJ343,None,Oriental Trading Company,China,"#104,156 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #2,447 in Needlework Supplies",None,13607251,8 ounces,$15.50,$26.99,$8.99,14
6.49 x 0.7 x 7.09 inches,B09XWLPZW2,"April 13, 2022",IG Design Group,China,"#117,766 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #333 in Cross-Stitch Counted Kits",Multicolor,72-76324,2.99 ounces,$13.59,$25.85,$18.36,14
34 x 33 x 0.2 inches,B001RM40T2,None,DiMarzio,China,"#124,228 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #218 in Cross-Stitch Stamped Kits",multi-colored,73470,14.1 ounces,$36.93,$32.56,$30.96,14
1.5 x 1.5 x 17 inches,B005572HHC,"November 12, 2007",Notions - In Network,USA,"#109,955 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #90 in Cross-Stitch Aida Cloth",None,269553,2.78 ounces,$9.00,$26.11,$0.00,14
11.8 x 9 x 1.2 inches,B0998MMCHY,None,"Plaid Enterprises, Inc.",USA,"#132,664 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #105 in Felt Applique Kits",Festive Reindeer,89299E,0.32 ounces,$21.66,$33.23,$31.62,14
2.25 x 9.25 x 12.5 inches,B07FDR566M,"July 10, 2018",Vista Partners Inc.,USA,"#91,407 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #146 in Cross-Stitch Stamped Kits",Assorted,182-0413,13.6 ounces,$34.22,$33.54,$30.24,14
6 x 6 x 1.5 inches,B06XKGYC1K,"May 31, 2016",Woolbuddy,None,"#95,297 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #102 in Needle Felting Kits",None,mat small,3.84 ounces,None,None,None,N/A
"30""L x 20""W",B01BPXM2TW,"February 13, 2016",Design Works Crafts,USA,"#133,813 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #556 in Embroidery Kits","White, Blue",T232166,6.2 ounces,$11.49,$26.85,$0.00,14
9.3 x 5.8 x 0.7 inches,B000UIS89C,"April 21, 2004",DiMarzio,China,"#51,702 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #70 in Cross-Stitch Counted Kits",Gold,06958,3.04 ounces,$16.62,$26.01,$19.71,14
52 x 40 x 1 inches,B083ZJ4BN9,"January 16, 2020",Jack Dempsey Needle Art,USA,"#119,597 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #204 in Cross-Stitch Stamped Kits",White,737929,2.08 ounces,$12.07,$26.03,$0.00,N/A
3.15 x 0.2 x 0.2 inches,B004W8TGIS,"April 12, 2011",DiMarzio,Taiwan,"#85,404 in Arts, Crafts & Sewing (See Top 100 in Arts, Crafts & Sewing)  #22 in Needle Felting Needles",None,72-73664,0.528 ounces,$10.31,$25.26,$0.00,14
